128166481075232000 	Write	281358336 	45056
128166481075232000 	Write	281292800 	65536
128166481075299000 	Write	281227264 	65536
128166481075308000 	Write	281161728 	65536
128166624705595000 	Read	279339008 	4096
128166730306393000 	Write	3193892864 	16384
128166730306394000 	Write	3154132992 	4096
128166730306394000 	Write	3154128896 	4096
128166730356394000 	Write	3221245952 	4096
128166730406392000 	Write	3193909248 	28672
128166730406393000 	Write	3154137088 	4096
128166730406394000 	Write	3154124800 	4096
128166730456393000 	Write	54620082176 	4096
128166730477017000 	Write	3221270528 	4096
128166730477017000 	Write	3221356544 	8192
128166730477018000 	Write	3221487616 	12288
128166730477018000 	Write	3221569536 	12288
128166730477018000 	Write	3221278720 	8192
128166730477018000 	Write	3221590016 	4096
128166730477018000 	Write	3221299200 	4096
128166730477018000 	Write	3221405696 	8192
128166730477018000 	Write	3221467136 	8192
128166730477018000 	Write	3221381120 	4096
128166730477018000 	Write	3221557248 	4096
128166730477018000 	Write	3241709568 	4096
128166730477018000 	Write	3221512192 	4096
128166730477018000 	Write	3241877504 	4096
128166730477018000 	Write	3241836544 	4096
128166730477018000 	Write	3221446656 	4096
128166730477018000 	Write	3241750528 	4096
128166730477018000 	Write	3241918464 	4096
128166730477018000 	Write	3222282240 	4096
128166730477018000 	Write	3221520384 	4096
128166730477018000 	Write	3241791488 	4096
128166730477018000 	Write	3245969408 	4096
128166730477018000 	Write	3193937920 	4096
128166730477018000 	Write	3221598208 	4096
128166730487015000 	Write	65621831680 	4096
128166730487017000 	Write	3154132992 	4096
128166730497017000 	Write	46378090496 	4096
128166730506392000 	Write	3193942016 	20480
128166730506393000 	Write	3154137088 	4096
128166730506393000 	Write	3154128896 	4096
128166730507016000 	Write	46493700096 	8192
128166730507017000 	Write	13772931072 	4096
128166730507017000 	Write	82891665408 	4096
128166730537017000 	Write	43951812608 	4096
128166730547016000 	Write	19286880256 	4096
128166730547017000 	Write	46444081152 	4096
128166730556392000 	Write	3193962496 	16384
128166730556393000 	Write	3154132992 	4096
128166730556393000 	Write	3154124800 	4096
128166730557017000 	Write	93610627072 	4096
128166730606392000 	Write	3193978880 	16384
128166730606393000 	Write	3154137088 	4096
128166730606393000 	Write	3154128896 	4096
128166730656392000 	Write	3228459008 	4096
128166730657017000 	Write	3228475392 	24576
128166730657017000 	Write	3221323776 	4096
128166730657017000 	Write	3228504064 	4096
128166730657018000 	Write	3231178752 	4096
128166730657018000 	Write	3242274816 	4096
128166730657018000 	Write	3238391808 	4096
128166730657018000 	Write	3228512256 	4096
128166730706392000 	Write	3193995264 	12288
128166730706392000 	Write	3154132992 	4096
128166730706392000 	Write	3154124800 	4096
128166730707016000 	Write	12173312 	4096
128166730707017000 	Write	65621831680 	4096
128166730756392000 	Write	3194007552 	16384
128166730756392000 	Write	3154137088 	4096
128166730756392000 	Write	3154128896 	4096
128166731034359000 	Write	3194023936 	12288
128166731034360000 	Write	3154132992 	4096
128166731034360000 	Write	3154124800 	4096
128166731084360000 	Write	3242287104 	4096
128166731134359000 	Write	3194036224 	16384
128166731134359000 	Write	3154137088 	4096
128166731134359000 	Write	3154128896 	4096
128166731176702000 	Write	89599258624 	4096
128166731184359000 	Write	3194052608 	12288
128166731184359000 	Write	3154132992 	4096
128166731184359000 	Write	3154124800 	4096
128166731535451000 	Write	3194064896 	16384
128166731535452000 	Write	3154137088 	4096
128166731535452000 	Write	3154128896 	4096
128166731585451000 	Write	3245453312 	4096
128166731586701000 	Write	3245473792 	4096
128166731586701000 	Write	3231141888 	4096
128166731586701000 	Write	3231170560 	4096
128166731635451000 	Write	3194081280 	12288
128166731635451000 	Write	3154132992 	4096
128166731635451000 	Write	3154124800 	4096
128166731666699000 	Write	12173312 	4096
128166731666700000 	Write	89599258624 	4096
128166731676700000 	Write	88359063552 	4096
128166731685451000 	Write	3194093568 	12288
128166731685451000 	Write	3154137088 	4096
128166731685451000 	Write	3154128896 	4096
128166731785450000 	Write	3194105856 	16384
128166731785451000 	Write	3154132992 	4096
128166731785451000 	Write	3154124800 	4096
128166731835450000 	Write	3240124416 	4096
128166731885450000 	Write	3194122240 	16384
128166731885450000 	Write	3154137088 	4096
128166731885450000 	Write	3154128896 	4096
128166731916699000 	Write	12173312 	4096
128166731935450000 	Write	3194138624 	12288
128166731935450000 	Write	3154132992 	4096
128166731935450000 	Write	3154124800 	4096
128166732036699000 	Write	3194150912 	16384
128166732036700000 	Write	3154137088 	4096
128166732036700000 	Write	3154128896 	4096
128166732086699000 	Write	3233161216 	4096
128166732086699000 	Write	3194167296 	12288
128166732086699000 	Write	3154132992 	4096
128166732086699000 	Write	3154124800 	4096
128166732136699000 	Write	12173312 	4096
128166732186699000 	Write	3194179584 	12288
128166732186699000 	Write	3154137088 	4096
128166732186699000 	Write	3154128896 	4096
128166732236698000 	Write	3194191872 	16384
128166732236699000 	Write	3154132992 	4096
128166732236699000 	Write	3154124800 	4096
128166732286699000 	Write	3233173504 	4096
128166732336698000 	Write	3194208256 	12288
128166732336698000 	Write	3154137088 	4096
128166732336698000 	Write	3154128896 	4096
128166732386698000 	Write	3233161216 	4096
128166732436697000 	Write	3194220544 	16384
128166732436698000 	Write	3154124800 	4096
128166732486697000 	Write	3194236928 	16384
128166732486698000 	Write	3154132992 	4096
128166732486698000 	Write	3154128896 	4096
128166732496697000 	Write	12173312 	4096
128166732536698000 	Write	3233161216 	4096
128166732556697000 	Write	3229782016 	4096
128166732556697000 	Write	3231039488 	8192
128166732556697000 	Write	3194253312 	4096
128166732556698000 	Write	3231064064 	4096
128166732556698000 	Write	3230945280 	4096
128166732556698000 	Write	3230928896 	4096
128166732556698000 	Write	3230969856 	4096
128166732556698000 	Write	3230986240 	4096
128166732556698000 	Write	3230994432 	4096
128166732556698000 	Write	3231006720 	4096
128166732556698000 	Write	3231023104 	4096
128166732556698000 	Write	3231137792 	4096
128166732556698000 	Write	3230953472 	4096
128166732556698000 	Write	3154137088 	4096
128166732586697000 	Write	3194257408 	16384
128166732586697000 	Write	3154132992 	4096
128166732586697000 	Write	3154124800 	4096
128166732636697000 	Write	3194273792 	4096
128166732636697000 	Write	62393401344 	4096
128166732636697000 	Write	3154137088 	4096
128166732656696000 	Write	88929820672 	4096
128166732656696000 	Write	85644926976 	4096
128166732686696000 	Write	3194286080 	12288
128166732686696000 	Write	3194277888 	8192
128166732686697000 	Write	3154132992 	4096
128166732686697000 	Write	62393401344 	4096
128166732686697000 	Write	3154137088 	4096
128166732686697000 	Write	3154128896 	4096
128166732706696000 	Write	25744539648 	4096
128166732716696000 	Write	89620426752 	4096
128166732716696000 	Write	86811844608 	4096
128166732726696000 	Write	3230339072 	4096
128166732726697000 	Write	3230724096 	8192
128166732726697000 	Write	3230588928 	8192
128166732726697000 	Write	3230793728 	8192
128166732726697000 	Write	3230646272 	4096
128166732726697000 	Write	3230879744 	4096
128166732726697000 	Write	3230666752 	4096
128166732726697000 	Write	3230777344 	4096
128166732726697000 	Write	3230564352 	4096
128166732726697000 	Write	3230621696 	4096
128166732726697000 	Write	3230359552 	4096
128166732726697000 	Write	3230818304 	4096
128166732726697000 	Write	3230629888 	4096
128166732726697000 	Write	3194298368 	4096
128166732736696000 	Write	92579160064 	4096
128166732736696000 	Write	92556918784 	4096
128166732736696000 	Write	3194302464 	12288
128166732736697000 	Write	3154132992 	4096
128166732736697000 	Write	3154124800 	4096
128166732786697000 	Write	82941431808 	4096
128166732796696000 	Write	88373805056 	4096
128166732836696000 	Write	3194314752 	24576
128166732836696000 	Write	3154137088 	4096
128166732836696000 	Write	3154128896 	4096
128166732846695000 	Write	66737766400 	4096
128166732846696000 	Write	63346966528 	4096
128166732886695000 	Write	97472716800 	4096
128166732886695000 	Write	84221976576 	4096
128166732886696000 	Write	3194339328 	16384
128166732886696000 	Write	3154132992 	4096
128166732886696000 	Write	3154124800 	4096
128166732896695000 	Write	3230208000 	24576
128166732896695000 	Write	3221323776 	4096
128166732896696000 	Write	3229761536 	8192
128166732896696000 	Write	3229802496 	8192
128166732896696000 	Write	3229782016 	8192
128166732896696000 	Write	3229483008 	4096
128166732896696000 	Write	3229814784 	4096
128166732896696000 	Write	3230261248 	4096
128166732896696000 	Write	3230126080 	4096
128166732896696000 	Write	3230175232 	4096
128166732896696000 	Write	3230334976 	4096
128166732896696000 	Write	3230359552 	4096
128166732906695000 	Write	88977178624 	4096
128166732916694000 	Write	84413784064 	4096
128166732916695000 	Write	62349225984 	4096
128166732916695000 	Write	62393401344 	4096
128166732936696000 	Write	3194355712 	16384
128166732936696000 	Write	3154137088 	4096
128166732936696000 	Write	3154128896 	4096
128166732976694000 	Write	45871837184 	4096
128166732986695000 	Write	3194372096 	12288
128166732986696000 	Write	3154132992 	4096
128166732986696000 	Write	3154124800 	4096
128166733186695000 	Write	3194384384 	16384
128166733186695000 	Write	3154137088 	4096
128166733186695000 	Write	3154128896 	4096
128166733236695000 	Write	3221323776 	4096
128166733286694000 	Write	3194400768 	12288
128166733286695000 	Write	3154132992 	4096
128166733286695000 	Write	3154124800 	4096
128166733326694000 	Write	88977178624 	4096
128166733336694000 	Write	3194413056 	12288
128166733336695000 	Write	3154137088 	4096
128166733336695000 	Write	3154128896 	4096
128166733436694000 	Write	3194425344 	16384
128166733436694000 	Write	3154132992 	4096
128166733436694000 	Write	3154124800 	4096
128166733486694000 	Write	3221323776 	4096
128166733516693000 	Write	3154137088 	4096
128166733516694000 	Write	3228631040 	4096
128166733516694000 	Write	3229466624 	4096
128166733536693000 	Write	3194441728 	16384
128166733536694000 	Write	3154132992 	4096
128166733536694000 	Write	3154128896 	4096
128166733586693000 	Write	88977178624 	4096
128166733616692000 	Write	99055828992 	4096
128166733616693000 	Write	89705684992 	4096
128166733636692000 	Write	3194458112 	12288
128166733636693000 	Write	3154137088 	4096
128166733636693000 	Write	3154124800 	4096
128166733835754000 	Write	3194470400 	16384
128166733835755000 	Write	3154132992 	4096
128166733835755000 	Write	3154128896 	4096
128166733885755000 	Write	3228667904 	4096
128166733935754000 	Write	3194486784 	12288
128166733935755000 	Write	3154137088 	4096
128166733935755000 	Write	3154124800 	4096
128166733976691000 	Write	89705684992 	4096
128166733985754000 	Write	3194499072 	12288
128166733985754000 	Write	3154132992 	4096
128166733985754000 	Write	3154128896 	4096
128166734435752000 	Write	3194511360 	16384
128166734435753000 	Write	3154137088 	4096
128166734435753000 	Write	3154124800 	4096
128166734485752000 	Write	3238543360 	4096
128166734535752000 	Write	3194527744 	16384
128166734535752000 	Write	3154132992 	4096
128166734535752000 	Write	3154128896 	4096
128166734576689000 	Write	89705684992 	4096
128166734585752000 	Write	3194544128 	12288
128166734585752000 	Write	3154137088 	4096
128166734585752000 	Write	3154124800 	4096
128166734685751000 	Write	3194556416 	16384
128166734685752000 	Write	3154132992 	4096
128166734685752000 	Write	3154128896 	4096
128166734716688000 	Write	3232096256 	4096
128166734716689000 	Write	3232354304 	8192
128166734716689000 	Write	3228655616 	4096
128166734735751000 	Write	3194572800 	12288
128166734735751000 	Write	3154137088 	4096
128166734735751000 	Write	3154124800 	4096
128166734746688000 	Write	91634765824 	4096
128166734785751000 	Write	89705684992 	4096
128166734835751000 	Write	3194585088 	16384
128166734835751000 	Write	3154132992 	4096
128166734835751000 	Write	3154128896 	4096
128166734856688000 	Write	99055828992 	4096
128166734885750000 	Write	3194601472 	12288
128166734885751000 	Write	3154137088 	4096
128166734885751000 	Write	3154124800 	4096
128166734935750000 	Write	3194613760 	16384
128166734935751000 	Write	3154128896 	4096
128166734935751000 	Write	3154132992 	4096
128166734985750000 	Write	3232120832 	4096
128166735035750000 	Write	3194630144 	12288
128166735035750000 	Write	3154124800 	4096
